user_id,Topic_Project_A,Reason of classification_A,The detail reason_A,Topic_Project_B,Reason of classification_B,The detail reason_B
112016202,CLAS Standards,Compliance with CLAS standards is mentioned in the project description.,The document mentions 'creating an unbiased assessment and analysis of CLAS Standards performance' which aligns with Class 1's criteria of implementing CLAS Standards.,Identify HRSNs,Discusses strategies for recognizing unmet health-related social needs.,"The document mentions implementing the PRAPARE screening to collect SDOH data and facilitate referrals, which aligns with identifying health-related social needs."
112016202,CLAS Standards,Compliance with CLAS standards is mentioned in the project description.,The document mentions 'creating an unbiased assessment and analysis of CLAS Standards performance' which aligns with Class 1's criteria of implementing CLAS Standards.,CLAS Standards,Mentioning CLAS Standards and equitable access to services,"The document mentions assessing English language proficiency among members and ensuring equitable access to services, which aligns with the criteria for Class 1: CLAS Standards. The document also mentions improving communication strategies and enhancing compliance with CLAS Standards."
112016202,CLAS Standards,Compliance with CLAS standards is mentioned in the project description.,The document mentions 'creating an unbiased assessment and analysis of CLAS Standards performance' which aligns with Class 1's criteria of implementing CLAS Standards.,Others,No relevant class found matching the given document.,"The document discusses a project charter for tobacco cessation documentation and treatment support, but none of the provided classes match its content, which focuses on process improvement, standardization, and evidence-based interventions."
112016202,CLAS Standards,Criteria matches,"The given document is about evaluating CLAS Standards performance across sites, which aligns with the criteria 'Completing an organizational evaluation of current practices and identifying a plan for implementing CLAS Standards that are not yet in place' in Class 1.",Identify HRSNs,Discusses strategies for recognizing unmet health-related social needs.,"The document mentions implementing the PRAPARE screening to collect SDOH data and facilitate referrals, which aligns with identifying health-related social needs."
112016202,CLAS Standards,Criteria matches,"The given document is about evaluating CLAS Standards performance across sites, which aligns with the criteria 'Completing an organizational evaluation of current practices and identifying a plan for implementing CLAS Standards that are not yet in place' in Class 1.",CLAS Standards,Mentioning CLAS Standards and equitable access to services,"The document mentions assessing English language proficiency among members and ensuring equitable access to services, which aligns with the criteria for Class 1: CLAS Standards. The document also mentions improving communication strategies and enhancing compliance with CLAS Standards."
112016202,CLAS Standards,Criteria matches,"The given document is about evaluating CLAS Standards performance across sites, which aligns with the criteria 'Completing an organizational evaluation of current practices and identifying a plan for implementing CLAS Standards that are not yet in place' in Class 1.",Others,No relevant class found matching the given document.,"The document discusses a project charter for tobacco cessation documentation and treatment support, but none of the provided classes match its content, which focuses on process improvement, standardization, and evidence-based interventions."
112016203,CLAS Standards,Providing language assistance services to individuals who have limited English proficiency and/or other communication needs.,"The document mentions the purpose of improving the ability to offer language assistance services to members with limited English proficiency, which aligns with Class 1's criteria about offering language assistance services.",Postpartum Depression Screening,Mentions screening tools for postpartum depression and clinical guidelines.,"The document mentions regular assessments evaluating symptoms of depression and anxiety, which is relevant to Postpartum Depression Screening. Additionally, it mentions the protocol has been established as of September 2024, which implies adherence to clinical guidelines."
112016203,CLAS Standards,Providing language assistance services to individuals who have limited English proficiency and/or other communication needs.,"The document mentions the purpose of improving the ability to offer language assistance services to members with limited English proficiency, which aligns with Class 1's criteria about offering language assistance services.",Others,No matching criteria found in given classes,"The document discusses a project charter for revising and distributing member satisfaction surveys, which does not match the criteria for any of the given classes."
112016203,HRSN Screening,"Screening members served by the practice annually using an evidence-based, standardized HRSN screening tool",The document describes a project to implement an evidence-based HRSN screening tool into the electronic health record and train staff members on its use.,Postpartum Depression Screening,Mentions screening tools for postpartum depression and clinical guidelines.,"The document mentions regular assessments evaluating symptoms of depression and anxiety, which is relevant to Postpartum Depression Screening. Additionally, it mentions the protocol has been established as of September 2024, which implies adherence to clinical guidelines."
112016203,HRSN Screening,"Screening members served by the practice annually using an evidence-based, standardized HRSN screening tool",The document describes a project to implement an evidence-based HRSN screening tool into the electronic health record and train staff members on its use.,Others,No matching criteria found in given classes,"The document discusses a project charter for revising and distributing member satisfaction surveys, which does not match the criteria for any of the given classes."
112016417,,No relevant class found based on given criteria,"The document discusses a project charter for improving access to care by addressing social-economic barriers, but it does not mention any specific classes or criteria mentioned in the provided information. The language assistance services and culturally appropriate services are mentioned but they do not match with Class 1 criteria exactly.",,No matching criteria found in the given classes,"The document does not contain any information about CLAS Standards, HRSN Screening, Closed-Loop Referral System, Identifying HRSNs, Engaging Caregivers, or Postpartum Depression Screening."
112016464,,No relevant criteria found in the given document.,,Closed-Loop Referral System,The document discusses referral processes and importance of oral health which might be related to social services.,"Although the document is about dental varnish processing improvement, it mentions referrals for 'dental maintenance and needs' which suggests a connection to a closed-loop referral system."
112025213,HRSN Screening,"Screening members served by the practice annually using an evidence-based, standardized HRSN screening tool.","The given document describes the distribution of a screening tool and documentation of screening results for SDOH (Social Determinants of Health) to identify barriers in a patient’s life that can affect their health outcomes. This aligns with the criteria for Class 2, HRSN Screening.",CLAS Standards,"The document discusses the importance of providing translation services to bridge the language barrier between staff and patients, which aligns with the criteria for Class 1: CLAS Standards.","The document mentions 'Closing the gap in providing quality care due to language barrier from staff and the hesitancy of seeking healthcare by patients due to fear of communication issues', which is related to 'Building and supporting a culturally and linguistically diverse practice team' criterion in Class 1. Additionally, the document aims to provide translation services, which is a key aspect of 'Offering language assistance services' criterion in Class 1."
112050564,Postpartum Depression Screening,Mentions postpartum depression screening and Edinburgh Postnatal Depression Screening (EPDS),"The document discusses the importance of screening mothers for postpartum depression (PPD) at children's well visits, using the Edinburgh Postnatal Depression Screening (EPDS), which is a specific criterion mentioned in Class 6.",,No match found in the given criteria,"The document discusses a project charter for warm hand off to co-located behavioral health professionals, but it does not cover any of the specific criteria mentioned in the classes. It appears to be related to improving patient engagement with behavioral health services, which is not covered by any of the given classes."
112052513,Others,No matching class found,The given document does not match any of the specified criteria for classes 1-6,None of the above,No relevant class found,"The document discusses a project charter for increasing the application of fluoride varnish during well visits, but it does not match any of the provided classes' criteria."
112054141,,No matching criteria found in any of the given classes.,"The document discusses a project charter for improving health equity in preventive services and screenings, but none of the provided classes (CLAS Standards, HRSN Screening, Closed-Loop Referral System, Identify HRSNs, Engaging Caregivers, Postpartum Depression Screening) match its content.",,No matching criteria found in any given class.,"The document discusses a project charter for improving the completion rate of preventive visits and screenings, but it does not mention any specific standards, screening tools, referrals, health-related social needs, caregiver engagement, or postpartum depression screening. Therefore, it cannot be classified under any of the given classes."
112085756,Postpartum Depression Screening,Criteria match,"The document mentions screening tools for postpartum depression, discusses maternal mental health and risk factors, and covers clinical guidelines for postpartum depression screening.",Closed-Loop Referral System,Mentions processes between healthcare providers and social services.,"Although the document is titled 'Asthma Management' project charter, it describes a process for executing an asthma action plan which involves educating patients and ensuring follow-up appointments. This process can be seen as a referral system where the provider educates patients and refers them to necessary treatment or follow-up care."
112086881,HRSN Screening,"The document describes the process of screening for social determinants of health and mentions the use of Health Leads Social Needs Screening, which aligns with the criteria for HRSN Screening.","The document discusses screening clients for health-related social needs, documenting results in the Electronic Health Record (EHR), and establishing processes to maintain confidentiality. This matches the criteria for Class 2: ""Screening members served by the practice annually using an evidence-based, standardized HRSN screening tool""",Closed-Loop Referral System,"The document discusses transforming HRSN screening information into a meaningful action via the Treatment Plan, which involves closed-loop referral systems.","Although it doesn't explicitly mention 'referral system', the project aims to improve engagement clients in the treatment planning process by using Social Determinants of Health (SDOH) identified during screening, indicating a loop of communication and follow-up for addressing client needs."
112087214,HRSN Screening,The document discusses screening members annually using a standardized HRSN screening tool and documenting results in the EHR.,"This is evident from the process description which includes 'Screening members annually' and 'documenting screening in the EHR'. Additionally, it mentions accurate coding of identified HRSNs for outpatient care locations.",Closed-Loop Referral System,Mentions closed loop referral system and tracking mechanisms for referrals,"The document mentions the implementation of a closed-loop referral system as part of the Health Related Social Needs (HRSN) screening process, indicating that it belongs to Class 3: Closed-Loop Referral System."
112087214,HRSN Screening,The document discusses screening members annually using a standardized HRSN screening tool and documenting results in the EHR.,"This is evident from the process description which includes 'Screening members annually' and 'documenting screening in the EHR'. Additionally, it mentions accurate coding of identified HRSNs for outpatient care locations.",Closed-Loop Referral System,Mentions closed loop referral system in the project description.,"The document mentions 'the new implementation of the HRSN screening tool and the closed loop referral system', which directly matches with Class 3 criteria."
112087214,HRSN Screening,"Mentions standardized screening processes for patient needs and screening members annually using an evidence-based, standardized HRSN screening tool.","The document mentions the need to screen members annually using an evidence-based, standardized HRSN screening tool in outpatient care locations. It also discusses documenting screening results in the member’s Electronic Health Record (EHR) and claims.",Closed-Loop Referral System,Mentions closed loop referral system and tracking mechanisms for referrals,"The document mentions the implementation of a closed-loop referral system as part of the Health Related Social Needs (HRSN) screening process, indicating that it belongs to Class 3: Closed-Loop Referral System."
112087214,HRSN Screening,"Mentions standardized screening processes for patient needs and screening members annually using an evidence-based, standardized HRSN screening tool.","The document mentions the need to screen members annually using an evidence-based, standardized HRSN screening tool in outpatient care locations. It also discusses documenting screening results in the member’s Electronic Health Record (EHR) and claims.",Closed-Loop Referral System,Mentions closed loop referral system in the project description.,"The document mentions 'the new implementation of the HRSN screening tool and the closed loop referral system', which directly matches with Class 3 criteria."
112088018,Postpartum Depression Screening,Criteria matching,"The document discusses postpartum screening and the need for a consistent and evidence-based practice, which aligns with the criteria for Postpartum Depression Screening (classifying keywords: postpartum depression, screening results, case identification)",Postpartum Depression Screening,Covers screening tools and maternal mental health risk factors.,"The document describes postpartum depression screening, mentions clinical guidelines for screening, and references tools for identifying patient needs, which aligns with the criteria of Class 6."
112098859,HRSN Screening,Mentions standardized screening processes for patient needs,"The document describes the implementation of a new HRSN screening protocol using the PRAPARE questionnaire, which indicates a standardized screening process.",,No matching class found in the given criteria,"The document discusses a project charter for improving HRSN screening and referral processes, but none of the classes provided match its content. It does not mention specific classes like CLAS Standards or Closed-Loop Referral System."
112136666,CLAS Standards,Implementing CLAS training and standards within the clinic to ensure culturally and linguistically appropriate services.,"The document mentions implementing National CLAS Standards within the clinic, training staff members on culturally and linguistically appropriate policies and practices, and ensuring that all current staff members are fully trained and implement this training in their onboarding process.",CLAS Standards,Completing an organizational evaluation of current practices and identifying a plan for implementing CLAS Standards that are not yet in place.,"The document describes the implementation of National Culturally and Linguistically Appropriate Services (CLAS) Standards within the clinic, which matches Class 1 criteria."
112136666,CLAS Standards,Implementing CLAS training and standards within the clinic to ensure culturally and linguistically appropriate services.,"The document mentions implementing National CLAS Standards within the clinic, training staff members on culturally and linguistically appropriate policies and practices, and ensuring that all current staff members are fully trained and implement this training in their onboarding process.",,No relevant class found,"The given document 'None' does not contain any information about the content, making it impossible to determine which class it belongs to."
112136666,HRSN Screening,The document discusses implementing screening for health-related social needs (HRSN) and connecting members seen to Community Based Organizations (CBOs),"The document mentions using a standardized HRSN screening tool, documenting results in the patient's Electronic Health Record (EHR), submitting claims, and developing referral and communication processes with each CBO using the statewide closed-loop referral system (CommunityCares).",CLAS Standards,Completing an organizational evaluation of current practices and identifying a plan for implementing CLAS Standards that are not yet in place.,"The document describes the implementation of National Culturally and Linguistically Appropriate Services (CLAS) Standards within the clinic, which matches Class 1 criteria."
112136666,HRSN Screening,The document discusses implementing screening for health-related social needs (HRSN) and connecting members seen to Community Based Organizations (CBOs),"The document mentions using a standardized HRSN screening tool, documenting results in the patient's Electronic Health Record (EHR), submitting claims, and developing referral and communication processes with each CBO using the statewide closed-loop referral system (CommunityCares).",,No relevant class found,"The given document 'None' does not contain any information about the content, making it impossible to determine which class it belongs to."
112159508,Postpartum Depression Screening,"The document discusses screening measures and resources for caregivers and guardians, which is related to postpartum depression.","The document mentions 'post-partum/depression screenings', 'caregivers and guardians', and 'screening measures and resources provided', which matches the criteria of Class 6: Postpartum Depression Screening.",Identify HRSNs,"The document discusses strategies for collecting and entering member-reported demographic data, which is crucial for providing cultural sensitive patient-centered care by allowing healthcare providers to understand the unique needs for each child.","This process involves recognizing unmet health-related social needs, specifically in terms of understanding potential health disparities within specific populations. The document also mentions a goal to increase the collection of sexual orientation data for members starting at 13 years old, which aligns with identifying HRSNs."
112160780,,,"The given document does not match any of the provided classes' criteria, as it discusses project charters and data collection processes related to health-related social determinants, but none of the specific topics (e.g., CLAS Standards, HRSN Screening, etc.) are directly addressed.",,No relevant class found,"The document discusses project charter, training rollout, and evaluation of REAL and SOGI data compliance, but does not directly relate to any of the given classes. It mentions HRSN Screening in the context of TIP 2.0 Process Milestone, but it's not a direct focus of the document."
112160780,,,"The given document does not match any of the provided classes' criteria, as it discusses project charters and data collection processes related to health-related social determinants, but none of the specific topics (e.g., CLAS Standards, HRSN Screening, etc.) are directly addressed.",Others,No relevant class found in the given criteria.,"The document's content discusses project charter, training implementation, and data compliance related to REAL and SOGI data, but none of the provided classes match its focus on administrative processes and organizational evaluation."
112160780,,,"The given document does not match any of the provided classes' criteria, as it discusses project charters and data collection processes related to health-related social determinants, but none of the specific topics (e.g., CLAS Standards, HRSN Screening, etc.) are directly addressed.",Others,Document does not match any given class criteria.,"The document discusses a project charter for tobacco screening and compliance, which does not align with the provided class criteria related to health-related social needs, care coordination, or postpartum depression."
112160780,CLAS Standards,Capturing and tracking data related to health-related social determinants of health,"The document discusses the importance of capturing demographic and SDOH indicators, including race, ethnicity, gender identity, and sexual orientation, to evaluate and address health inequities. This aligns with Class 1's criteria for implementing CLAS Standards.",,No relevant class found,"The document discusses project charter, training rollout, and evaluation of REAL and SOGI data compliance, but does not directly relate to any of the given classes. It mentions HRSN Screening in the context of TIP 2.0 Process Milestone, but it's not a direct focus of the document."
112160780,CLAS Standards,Capturing and tracking data related to health-related social determinants of health,"The document discusses the importance of capturing demographic and SDOH indicators, including race, ethnicity, gender identity, and sexual orientation, to evaluate and address health inequities. This aligns with Class 1's criteria for implementing CLAS Standards.",Others,No relevant class found in the given criteria.,"The document's content discusses project charter, training implementation, and data compliance related to REAL and SOGI data, but none of the provided classes match its focus on administrative processes and organizational evaluation."
112160780,CLAS Standards,Capturing and tracking data related to health-related social determinants of health,"The document discusses the importance of capturing demographic and SDOH indicators, including race, ethnicity, gender identity, and sexual orientation, to evaluate and address health inequities. This aligns with Class 1's criteria for implementing CLAS Standards.",Others,Document does not match any given class criteria.,"The document discusses a project charter for tobacco screening and compliance, which does not align with the provided class criteria related to health-related social needs, care coordination, or postpartum depression."
112160780,Identify HRSNs,The document discusses strategies for recognizing unmet health-related social needs and mentions risk factors associated with HRSNs.,"The document highlights the importance of capturing race, ethnicity, gender identity, sexual orientation, and preferred language data to evaluate, stratify, and monitor health-related social determinants of health. It also mentions using secondary sources like the Social Vulnerability Index (SVI) to identify underserved populations and elucidate barriers to care.",,No relevant class found,"The document discusses project charter, training rollout, and evaluation of REAL and SOGI data compliance, but does not directly relate to any of the given classes. It mentions HRSN Screening in the context of TIP 2.0 Process Milestone, but it's not a direct focus of the document."
112160780,Identify HRSNs,The document discusses strategies for recognizing unmet health-related social needs and mentions risk factors associated with HRSNs.,"The document highlights the importance of capturing race, ethnicity, gender identity, sexual orientation, and preferred language data to evaluate, stratify, and monitor health-related social determinants of health. It also mentions using secondary sources like the Social Vulnerability Index (SVI) to identify underserved populations and elucidate barriers to care.",Others,No relevant class found in the given criteria.,"The document's content discusses project charter, training implementation, and data compliance related to REAL and SOGI data, but none of the provided classes match its focus on administrative processes and organizational evaluation."
112160780,Identify HRSNs,The document discusses strategies for recognizing unmet health-related social needs and mentions risk factors associated with HRSNs.,"The document highlights the importance of capturing race, ethnicity, gender identity, sexual orientation, and preferred language data to evaluate, stratify, and monitor health-related social determinants of health. It also mentions using secondary sources like the Social Vulnerability Index (SVI) to identify underserved populations and elucidate barriers to care.",Others,Document does not match any given class criteria.,"The document discusses a project charter for tobacco screening and compliance, which does not align with the provided class criteria related to health-related social needs, care coordination, or postpartum depression."
112161470,HRSN Screening,"Screening members served by the practice annually using an evidence-based, standardized HRSN screening tool",The document mentions 'Implement a process for screening for health-related social needs (HRSN)' which aligns with Class 2 criteria about annual screening and maintaining confidentiality of patient data.,HRSN Screening,"Screening members served by the practice annually using an evidence-based, standardized HRSN screening tool that includes (at least) the following domains.","The document mentions a process for screening health-related social needs (HRSN) and connecting members seen to CBOs to address individual social needs, which aligns with the criteria of Class 2."
112166358,HRSN Screening,The document is related to HRSN screening for all patients.,"The document mentions the current process of providing HRSN screening forms, but not all patients or their families are being screened. It aims to develop a process for screening all WV Pediatrics families for health-related social needs, which aligns with the criteria for Class 2: HRSN Screening.",Others,No matching class found,None of the provided criteria match the given document.
112182583,Others,No matching class criteria found,"The document discusses project charter, health equity assessment, and NCQA accreditation preparation, which do not match the specific class criteria provided.",,No matching criteria found in any class,"The document discusses a project charter for improving access to language services, but none of the given classes match this description. The document mentions topics such as hiring diverse staff and exploring interpreter services, but these are not specific enough to match with any of the provided classes."
112216499,Identify HRSNs,Relevant criteria found in the given document.,"The document's project name 'Identify High Risk Social Needs' and description suggest a focus on identifying health-related social needs, which matches Class 4's criteria.",None of the above classes,The given document does not match any of the provided criteria.,"The document is a project charter for integrating Social Determinants of Health into Electronic Health Records (EHR), which does not directly relate to any of the specific topics mentioned in the classes, such as CLAS Standards, HRSN Screening, Closed-Loop Referral System, Identifying HRSNs, Engaging Caregivers, or Postpartum Depression Screening."
112256024,HRSN Screening,Relevance to HRSN screening tool and process improvement,"The document discusses improving the efficacy of HRSN screening in a clinic, enhancing the screening tool, and creating a streamlined process for incorporating results into clinical practice. This directly aligns with the criteria of Class 2: HRSN Screening.",HRSN Screening,The document mentions screening for Health-Related Social Needs and improving the efficiency of this process.,"The given document talks about enhancing the HRSN screening tool, creating a more efficient process, and incorporating results to inform clinical practice. This is closely related to the criteria of Class 2: HRSN Screening."
112297915,HRSN Screening,"Screening members served by the practice annually using an evidence-based, standardized HRSN screening tool.","The given document describes a project charter for implementing a new HRSN screening process to comprehensively assess the overall health needs of clients, which aligns with the criteria for Class 2: HRSN Screening.",Closed-Loop Referral System,Mentions referral processes and system usage,"The document describes a project aimed at enhancing the utilization of a closed-loop referral system, specifically addressing challenges in staff adoption and improving patient outcomes through effective use of the CommunityCares system."
112300154,HRSN Screening,"Screening members served by the practice annually using an evidence-based, standardized HRSN screening tool","The given document discusses implementing a process for screening for Health Related Social needs and connecting members to services to address needs, which aligns with the criteria for Class 2: HRSN Screening.",Closed-Loop Referral System,Refers to closed loop referral system processes and goals,"The document mentions a project name 'Closed Loop Referral System' and describes the implementation of a centralized referral process for patients with identified social determinant needs, aligning with Class 3 criteria."
112307622,HRSN Screening,"The document discusses implementing a HRSN screening tool as part of initial, annual and periodic assessments.","The keywords 'HRSN Screening Tool' and the process to utilize it in the workflow match with Class 2 criteria. The document mentions screening members served by the practice annually using an evidence-based, standardized HRSN screening tool.",Postpartum Depression Screening,The document mentions screening tools for postpartum depression and perinatal mood disorder.,"The keywords 'post partum depression', 'perinatal mood disorder', and 'screening tool' are mentioned in the document, which directly relate to the criteria of Class 6."
112308531,Closed-Loop Referral System,Mentions bidirectional communication between providers and organizations.,"The document describes referral processes between healthcare providers and social services, mentioning 'bidirectional communication' with Community-Based Organizations (CBOs) to ensure seamless communication and effective referral processes.",Closed-Loop Referral System,Mentions bidirectional communication between providers and organizations.,"The document mentions the implementation of a closed-loop referral system (CommunityCares) for referring members to community resources and/or interventions, which matches the criteria for Class 3."
112354430,HRSN Screening,Screening for health-related social needs (HRSN) and connecting members to CBOs to address individual social needs.,"The document describes a process for screening for HRSN using the PRAPARE screening tool and making referrals to CBOs, which aligns with the criteria of Class 2: HRSN Screening.",Unknown Class,No matching class criteria found.,"The document discusses a project charter for increasing referrals to address health-related social needs, but it does not specifically mention any of the provided classes' criteria. It mentions the PRAPARE screening tool, but that is also not a direct match."
112410223,Closed-Loop Referral System,"Refers to the implementation of a new referral process for West Valley OBGYN, indicating bidirectional communication and tracking mechanisms.","The document mentions implementing a new referral process, enhancing effective engagement and documentation, and improving communication and coordination with health and social service partners. These points align with the criteria of Class 3: Closed-Loop Referral System.",Closed-Loop Referral System,Mentions referral processes between healthcare providers and social services,"The document describes the project's aim to implement an enhanced referral process for West Valley OBGYN, focusing on improving engagement and documentation, which aligns with the criteria of a Closed-Loop Referral System."
112486206,,The given document does not match any provided class criteria.,"The document discusses a project charter for culturally responsive substance use screening, which does not directly relate to the provided classes. There is no mention of CLAS Standards, HRSN Screening, Closed-Loop Referral System, identifying HRSNs, engaging caregivers, or postpartum depression screening.",Identify HRSNs,Discusses strategies for recognizing unmet health-related social needs.,"The document discusses a project to identify substance use issues within marginalized communities, including the importance of culturally sensitive screening tools. This is relevant to Class 4: Identify HRSNs, which focuses on identifying health-related social needs."
